serial_number,hsc_code,country_origin,make,model,year,engine_cc,description,cif_usd,database_month
3136,8704.21.90,US,Ford,F350,2012,6700,"Ford F-350 Pickup Truck, 2012",18632.84,"October 2025"
3137,8704.21.90,US,Ford,F350,2013,3500,"Ford F-350 Pickup Truck, 2013",19293.39,"October 2025"
3138,8704.21.90,US,Ford,F350,2013,5400,"Ford F-350 Pickup Truck, 2013",19679.25,"October 2025"
3139,8704.21.90,US,Ford,F350,2013,6700,"Ford F-350 Pickup Truck, 2013",20496.12,"October 2025"
3140,8704.21.90,US,Ford,F350,2014,3500,"Ford F-350 Pickup Truck, 2014",21222.72,"October 2025"
3141,8704.21.90,US,Ford,F350,2014,5400,"Ford F-350 Pickup Truck, 2014",21647.18,"October 2025"
3142,8704.21.90,US,Ford,F350,2014,6700,"Ford F-350 Pickup Truck, 2014",22545.74,"October 2025"
3143,8704.21.90,US,Ford,F350,2015,3500,"Ford F-350 Pickup Truck, 2015",23769.45,"October 2025"
3144,8704.21.90,US,Ford,F350,2015,5400,"Ford F-350 Pickup Truck, 2015",24244.84,"October 2025"
3145,8704.21.90,US,Ford,F350,2015,6700,"Ford F-350 Pickup Truck, 2015",25251.22,"October 2025"
3146,8704.21.90,US,Ford,F350,2016,3500,"Ford F-350 Pickup Truck, 2016",27097.17,"October 2025"
3147,8704.21.90,US,Ford,F350,2016,5400,"Ford F-350 Pickup Truck, 2016",27639.12,"October 2025"
3148,8704.21.90,US,Ford,F350,2016,6700,"Ford F-350 Pickup Truck, 2016",28786.4,"October 2025"
3149,8704.21.90,US,Ford,F350,2017,3500,"Ford F-350 Pickup Truck, 2017",31432.72,"October 2025"
3150,8704.21.90,US,Ford,F350,2017,5400,"Ford F-350 Pickup Truck, 2017",32061.38,"October 2025"
3151,8704.21.90,US,Ford,F350,2017,6700,"Ford F-350 Pickup Truck, 2017",33392.22,"October 2025"
3152,8704.21.90,US,Ford,F350,2018,3500,"Ford F-350 Pickup Truck, 2018",32375.7,"October 2025"
3153,8704.21.90,US,Ford,F350,2019,3500,"Ford F-350 Pickup Truck, 2019",33411.72,"October 2025"
3154,8704.21.90,US,Ford,F350,2020,3500,"Ford F-350 Pickup Truck, 2020",34480.9,"October 2025"
3155,8704.21.90,US,Ford,F350,2021,3500,"Ford F-350 Pickup Truck, 2021",35584.29,"October 2025"
3156,8704.21.90,US,Ford,F350,2022,3500,"Ford F-350 Pickup Truck, 2022",36422.99,"October 2025"
3157,8703.23.90,US,Ford,Fiesta,2010,1500,"Ford Fiesta Station Wagon, Model WF0JXXG, 2010",5646.8,"October 2025"
3158,8703.23.90,US,Ford,Fiesta,2011,1500,"Ford Fiesta Station Wagon, Model WF0JXXG, 2011",6267.95,"October 2025"
3159,8703.23.90,US,Ford,Fiesta,2012,1500,"Ford Fiesta Station Wagon, Model WF0JXXG, 2012",6957.43,"October 2025"
3160,8703.23.90,US,Ford,Fiesta,2013,1500,"Ford Fiesta Station Wagon, Model WF0JXXG, 2013",7792.32,"October 2025"
3161,8703.23.90,US,Ford,Fiesta,2014,1500,"Ford Fiesta Station Wagon, Model WF0JXXG, 2014",8961.16,"October 2025"
3162,8703.23.90,US,Ford,Fiesta,2010,1600,"Ford Fiesta, Model WF0SFJ, 2010",6023.26,"October 2025"
3163,8703.23.90,US,Ford,Fiesta,2011,1600,"Ford Fiesta, Model WF0SFJ, 2011",6625.58,"October 2025"
3164,8703.24.90,US,Ford,Fiesta,2012,1600,"Ford Fiesta, Model WF0SFJ, 2012",7354.4,"October 2025"
3165,8703.24.90,US,Ford,Fiesta,2013,1600,"Ford Fiesta, Model WF0SFJ, 2013",8163.38,"October 2025"
3166,8703.23.90,US,Ford,Figo,2019,1500,"Ford Figo Hatchback, 1.5 SMT Trend Auto, 2019",9415.05,"October 2025"
3167,8703.23.90,US,Ford,Figo,2020,1500,"Ford Figo Hatchback, 1.5 SMT Trend Auto, 2020",10461.16,"October 2025"
3168,8703.23.90,US,Ford,Focus,2011,1600,"Ford Focus (Petrol) Station Wagon, Model Titanium 1.6, 2011",5285.44,"October 2025"
3169,8703.23.90,US,Ford,Focus,2012,1600,"Ford Focus (Petrol) Station Wagon, Model Titanium 1.6, 2012",5866.84,"October 2025"
3170,8703.23.90,US,Ford,Focus,2013,1600,"Ford Focus (Petrol) Station Wagon, Model Titanium 1.6, 2013",6570.86,"October 2025"
3171,8703.23.90,US,Ford,Focus,2011,1600,"Ford Focus Station Wagon, Model 1.6 Titanium C346, 2011",7893.36,"October 2025"
3172,8703.23.90,US,Ford,Focus,2012,1600,"Ford Focus Station Wagon, Model 1.6 Titanium C346, 2012",8288.03,"October 2025"
3173,8703.23.90,US,Ford,Focus,2013,1600,"Ford Focus Station Wagon, Model 1.6 Titanium C346, 2013",9116.84,"October 2025"
3174,8703.23.90,US,Ford,Focus,2018,1600,"Ford Focus, Model WF0HXXG, 2018",7248.65,"October 2025"
3175,8703.23.90,US,Ford,Focus,2009,1600,"Ford Focus, Model WFO5XXG, 2009",4582.4,"October 2025"
3176,8703.23.90,US,Ford,Focus,2011,1600,"Ford Focus, Model WFO5XXG, 2011",5657.29,"October 2025"
3177,8703.23.90,US,Ford,Focus,2012,1600,"Ford Focus, Model WFO5XXG, 2012",5795.83,"October 2025"
3178,8703.23.90,US,Ford,Focus,2013,1600,"Ford Focus, Model WFO5XXG, 2013",5963.62,"October 2025"
3179,8703.23.90,US,Ford,Focus,2014,1600,"Ford Focus, Model WFO5XXG, 2014",6126.13,"October 2025"
3180,8703.23.90,US,Ford,Focus,2010,2500,"Ford Focus, Model WFOPXXGCD, 2010",3936.43,"October 2025"
3181,8703.23.90,US,Ford,Focus,2011,1600,"Ford Focus, Model WFOPXXWPD, 2011",4330.07,"October 2025"
3182,8703.23.90,US,Ford,Focus,2013,2000,"Ford Focus, Model: MPBMGD, 2013",5091.56,"October 2025"
3183,8703.23.90,US,Ford,Focus,2014,2000,"Ford Focus, Model: MPBMGD, 2014",5216.24,"October 2025"
3184,8703.23.90,US,Ford,Focus,2015,2000,"Ford Focus, Model: MPBMGD, 2015",5367.26,"October 2025"
3185,8703.23.90,US,Ford,Focus,2016,2000,"Ford Focus, Model: MPBMGD, 2016",5513.52,"October 2025"
3186,8704.21.90,GB,Ford,Fuga,2010,2500,"Ford Fuga Station Wagon, 2010",9220.06,"October 2025"
3187,8704.21.90,GB,Ford,Fuga,2011,2500,"Ford Fuga Station Wagon, 2011",10103.39,"October 2025"
3188,8704.21.90,GB,Ford,Fuga,2012,2500,"Ford Fuga Station Wagon, 2012",10810.71,"October 2025"
3189,8704.21.90,GB,Ford,Fuga,2013,2500,"Ford Fuga Station Wagon, 2013",12022.1,"October 2025"
3190,8704.21.90,GB,Ford,Fuga,2014,2500,"Ford Fuga Station Wagon, 2014",14212.2,"October 2025"
3191,8704.21.90,GB,Ford,Fuga,2015,2500,"Ford Fuga Station Wagon, 2015",16344.03,"October 2025"
3192,8703.23.90,GB,Ford,Fusion,2010,3000,"Ford Fusion Model MK2, Saloon, 2010",3845.23,"October 2025"
3193,8703.23.90,GB,Ford,Fusion,2011,3000,"Ford Fusion Model MK2, Saloon, 2011",4125.34,"October 2025"
3194,8703.23.90,GB,Ford,Fusion,2012,3000,"Ford Fusion Model MK2, Saloon, 2012",4456.6,"October 2025"
3195,8703.23.90,GB,Ford,Fusion,2013,3000,"Ford Fusion Model MK2, Saloon, 2013",5256.74,"October 2025"
3196,8703.23.90,GB,Ford,Fusion,2014,3000,"Ford Fusion Model MK2, Saloon, 2014",5859.08,"October 2025"
3197,8703.23.90,GB,Ford,Fusion,2010,1800,"Ford Fusion, 2010",3662.12,"October 2025"
3198,8703.23.90,GB,Ford,Fusion,2011,1800,"Ford Fusion, 2011",3928.89,"October 2025"
3199,8703.23.90,GB,Ford,Fusion,2012,1800,"Ford Fusion, 2012",4244.38,"October 2025"
3200,8703.23.90,GB,Ford,Fusion,2013,1800,"Ford Fusion, 2013",5006.42,"October 2025"
3201,8703.23.90,GB,Ford,Fusion,2014,1800,"Ford Fusion, 2014",5580.07,"October 2025"
3202,8703.23.90,GB,Ford,Galaxy,2010,2000,"Ford Galaxy Titanium TDCi,(Diesel) , 2010",5850.91,"October 2025"
3203,8703.23.90,GB,Ford,Galaxy,2011,2000,"Ford Galaxy Titanium TDCi,(Diesel) , 2011",6501.01,"October 2025"
3204,8703.23.90,GB,Ford,Galaxy,2012,2000,"Ford Galaxy Titanium TDCi,(Diesel) , 2012",7151.11,"October 2025"
3205,8703.23.90,GB,Ford,Galaxy,2013,2000,"Ford Galaxy Titanium TDCi,(Diesel), 2013",7866.22,"October 2025"
3206,8703.22.90,GB,Ford,Galaxy,2012,2000,"Ford Galaxy Zetec TDCI Auto, (Diesel) 2012",3558.33,"October 2025"
3207,8703.22.90,GB,Ford,Galaxy,2013,2000,"Ford Galaxy Zetec TDCI Auto, (Diesel) 2013",4423.0,"October 2025"
3208,8703.22.90,GB,Ford,Galaxy,2014,2000,"Ford Galaxy Zetec TDCI Auto, (Diesel) 2014",5086.45,"October 2025"
3209,8703.23.90,GB,Ford,Grand,2010,2000,"Ford Grand C-Max Titanium TDCi 140, , 2010",5647.44,"October 2025"
3210,8703.23.90,GB,Ford,Grand,2011,2000,"Ford Grand C-Max Titanium TDCi 140, , 2011",6501.01,"October 2025"
3211,8703.23.90,GB,Ford,Grand,2012,2000,"Ford Grand C-Max Titanium TDCi 140, , 2012",8452.72,"October 2025"
3212,8703.23.90,GB,Ford,Kuga,2013,2000,"Ford Kuga , model WFOTPM, 2013",10372.46,"October 2025"
3213,8703.23.90,GB,Ford,Kuga,2014,2000,"Ford Kuga , model WFOTPM, 2014",10915.04,"October 2025"
3214,8703.23.90,GB,Ford,Kuga,2015,2000,"Ford Kuga , model WFOTPM, 2015",12169.51,"October 2025"
3215,8703.23.90,GB,Ford,Kuga,2016,2000,"Ford Kuga , model WFOTPM, 2016",12743.82,"October 2025"
3216,8703.23.90,GB,Ford,Kuga,2017,2000,"Ford Kuga , model WFOTPM, 2017",13597.66,"October 2025"
3217,8703.23.90,GB,Ford,Kuga,2012,2000,"Ford Kuga Titanium TDCi, model WF0AXXW, 2012",10291.32,"October 2025"
3218,8703.23.90,GB,Ford,Kuga,2013,2000,"Ford Kuga Titanium TDCi, model WF0AXXW, 2013",11474.11,"October 2025"
3219,8703.23.90,GB,Ford,Kuga,2014,2000,"Ford Kuga Titanium TDCi, model WF0AXXW, 2014",12015.6,"October 2025"
3220,8703.23.90,GB,Ford,Kuga,2015,2000,"Ford Kuga Titanium TDCi, model WF0AXXW, 2015",12820.65,"October 2025"
3221,8703.23.90,GB,Ford,Kuga,2011,2000,"Ford Kuga Titanium TDCi, model WFOAXXW, 2011",9779.75,"October 2025"
3222,8703.23.90,GB,Ford,Kuga,2010,2000,"Ford Kuga Titanium TDCi, model WFORXXG, 2010",7382.28,"October 2025"
3223,8703.23.90,GB,Ford,Kuga,2011,2000,"Ford Kuga Titanium TDCi, model WFORXXG, 2011",9878.54,"October 2025"
3224,8703.23.90,GB,Ford,Kuga,2012,2000,"Ford Kuga Titanium TDCi, model WFORXXG, 2012",10395.27,"October 2025"
3225,8703.23.90,GB,Ford,Kuga,2013,2000,"Ford Kuga Titanium TDCi, model WFORXXG, 2013",11590.01,"October 2025"
3226,8703.23.90,GB,Ford,Kuga,2014,2000,"Ford Kuga Titanium TDCi, model WFORXXG, 2014",12136.97,"October 2025"
3227,8703.23.90,GB,Ford,Kuga,2015,2000,"Ford Kuga Titanium TDCi, model WFORXXG, 2015",12950.16,"October 2025"
3228,8703.23.90,GB,Ford,Kuga,2018,2000,"Ford Kuga Titanium TDCi, model WFORXXG, 2018",21999.45,"October 2025"
3229,8703.23.90,GB,Ford,Kuga,2010,1600,"Ford Kuga Trend Ecoboost, Model WFOAXXWP, 2010",8103.66,"October 2025"
3230,8703.23.90,GB,Ford,Kuga,2011,1600,"Ford Kuga Trend Ecoboost, Model WFOAXXWP, 2011",9011.27,"October 2025"
3231,8703.23.90,GB,Ford,Kuga,2012,1600,"Ford Kuga Trend Ecoboost, Model WFOAXXWP, 2012",10029.55,"October 2025"
3232,8703.23.90,GB,Ford,Kuga,2013,1600,"Ford Kuga Trend Ecoboost, Model WFOAXXWP, 2013",11172.91,"October 2025"
3233,8703.23.90,GB,Ford,Kuga,2014,1600,"Ford Kuga Trend Ecoboost, Model WFOAXXWP, 2014",12457.8,"October 2025"
3234,8703.23.90,GB,Ford,Kuga,2015,1600,"Ford Kuga Trend Ecoboost, Model WFOAXXWP, 2015",13902.9,"October 2025"
3235,8703.23.90,GB,Ford,Kuga,2010,2000,"Ford Kuga Zetec TDCi, Model UFDA2R, 2010",8298.91,"October 2025"
3236,8703.23.90,GB,Ford,Kuga,2011,2000,"Ford Kuga Zetec TDCi, Model UFDA2R, 2011",9878.54,"October 2025"
3237,8703.23.90,GB,Ford,Kuga,2012,2000,"Ford Kuga Zetec TDCi, Model UFDA2R, 2012",10500.28,"October 2025"
3238,8703.23.90,GB,Ford,Kuga,2013,2000,"Ford Kuga Zetec TDCi, Model UFDA2R, 2013",11707.08,"October 2025"
3239,8703.23.90,GB,Ford,Kuga,2014,2000,"Ford Kuga Zetec TDCi, Model UFDA2R, 2014",12559.57,"October 2025"
3240,8703.23.90,GB,Ford,Kuga,2015,2000,"Ford Kuga Zetec TDCi, Model UFDA2R, 2015",13999.96,"October 2025"
3241,8703.23.90,GB,Ford,Kuga,2015,1500,"Ford Kuga, 1.5 (Petrol), Model WF0AXXW, 2015",6550.86,"October 2025"
3242,8703.23.90,GB,Ford,Kuga,2010,1600,"Ford Kuga, model WFOAXXW, 2010",7323.67,"October 2025"
3243,8703.23.90,GB,Ford,Kuga,2011,1600,"Ford Kuga, model WFOAXXW, 2011",7542.62,"October 2025"
3244,8703.23.90,GB,Ford,Kuga,2012,1600,"Ford Kuga, model WFOAXXW, 2012",7802.62,"October 2025"
3245,8703.23.90,GB,Ford,Kuga,2013,1600,"Ford Kuga, model WFOAXXW, 2013",8017.42,"October 2025"
3246,8703.23.90,GB,Ford,Kuga,2014,1600,"Ford Kuga, model WFOAXXW, 2014",10157.99,"October 2025"
3247,8703.23.90,GB,Ford,Kuga,2015,1600,"Ford Kuga, model WFOAXXW, 2015",11961.35,"October 2025"
3248,8703.23.90,GB,Ford,Kuga,2010,2520,"Ford Kuga, model WFOFHYDP, 2010",7544.46,"October 2025"
3249,8703.23.90,GB,Ford,Kuga,2011,2520,"Ford Kuga, model WFOFHYDP, 2011",8980.49,"October 2025"
3250,8703.23.90,GB,Ford,Kuga,2012,2520,"Ford Kuga, model WFOFHYDP, 2012",9545.71,"October 2025"
3251,8703.23.90,GB,Ford,Kuga,2013,2520,"Ford Kuga, model WFOFHYDP, 2013",10691.19,"October 2025"
3252,8703.23.90,GB,Ford,Kuga,2014,2520,"Ford Kuga, model WFOFHYDP, 2014",12187.96,"October 2025"
3253,8703.23.90,GB,Ford,Kuga,2015,2520,"Ford Kuga, model WFOFHYDP, 2015",14138.03,"October 2025"
3254,8703.23.90,GB,Ford,Kuga,2010,1600,"Ford Kuga, model WFOJTM, 2010",7323.67,"October 2025"
3255,8703.23.90,GB,Ford,Kuga,2011,1600,"Ford Kuga, model WFOJTM, 2011",7542.62,"October 2025"
3256,8703.23.90,GB,Ford,Kuga,2012,1600,"Ford Kuga, model WFOJTM, 2012",8500.62,"October 2025"
3257,8703.23.90,GB,Ford,Kuga,2013,1600,"Ford Kuga, model WFOJTM, 2013",9622.07,"October 2025"
3258,8703.23.90,GB,Ford,Kuga,2014,1600,"Ford Kuga, model WFOJTM, 2014",10969.16,"October 2025"
3259,8703.23.90,GB,Ford,Kuga,2015,1600,"Ford Kuga, model WFOJTM, 2015",12724.23,"October 2025"
3260,8704.21.90,US,Ford,Maverick,2022,3000,"Ford Maverick 3.0 XLT, Double cabin pick up, 4WD (Diesel), 2022",23980.76,"October 2025"
3261,8703.23.90,US,Ford,Mondeo,2012,2000,"Ford Mondeo 2.0 (Petrol), 2012",4855.68,"October 2025"
3262,8703.23.90,US,Ford,Mondeo,2013,2000,"Ford Mondeo 2.0 (Petrol), 2013",5214.42,"October 2025"
3263,8703.23.90,US,Ford,Mondeo,2014,2000,"Ford Mondeo 2.0 (Petrol), 2014",6012.57,"October 2025"
3264,8703.23.90,US,Ford,Mondeo,2015,2000,"Ford Mondeo 2.0 (Petrol), 2015",6365.23,"October 2025"
3265,8703.23.90,US,Ford,Mondeo,2016,2000,"Ford Mondeo 2.0 (Petrol), 2016",6753.3,"October 2025"
3266,8703.23.90,US,Ford,Mondeo,2010,1800,"Ford Mondeo Edge 125, 2010",6076.41,"October 2025"
3267,8703.23.90,US,Ford,Mondeo,2011,1800,"Ford Mondeo Edge 125, 2011",6756.6,"October 2025"
3268,8703.23.90,US,Ford,Mondeo,2012,1800,"Ford Mondeo Edge 125, 2012",7704.25,"October 2025"
3269,8703.23.90,US,Ford,Mondeo,2013,1800,"Ford Mondeo Edge 125, 2013",8358.04,"October 2025"
3270,8703.23.90,US,Ford,Mondeo,2010,2000,"Ford Mondeo TDCi, 2010",6137.17,"October 2025"
3271,8703.23.90,US,Ford,Mondeo,2011,2000,"Ford Mondeo TDCi, 2011",6824.17,"October 2025"
3272,8703.23.90,US,Ford,Mondeo,2012,2000,"Ford Mondeo TDCi, 2012",7781.29,"October 2025"
3273,8703.23.90,US,Ford,Mondeo,2013,2000,"Ford Mondeo TDCi, 2013",8441.62,"October 2025"
3274,8703.23.90,US,Ford,Mondeo,2012,2000,"Ford Mondeo Titanium 2.0 GTDI, 2012",4904.24,"October 2025"
3275,8703.23.90,US,Ford,Mondeo,2013,2000,"Ford Mondeo Titanium 2.0 GTDI, 2013",5266.56,"October 2025"
3276,8703.23.90,US,Ford,Mondeo,2014,2000,"Ford Mondeo Titanium 2.0 GTDI, 2014",6072.7,"October 2025"
3277,8703.23.90,US,Ford,Mondeo,2015,2000,"Ford Mondeo Titanium 2.0 GTDI, 2015",6482.36,"October 2025"
3278,8703.23.90,US,Ford,Mondeo,2016,2000,"Ford Mondeo Titanium 2.0 GTDI, 2016",6820.83,"October 2025"
3279,8702.90.10,JP,Ford,Mustang,2010,3000,"Ford Mustang Coupe, 2010",10483.27,"October 2025"
3280,8702.90.10,JP,Ford,Mustang,2011,3700,"Ford Mustang Coupe, 2011",11032.27,"October 2025"
3281,8702.90.10,JP,Ford,Mustang,2011,5000,"Ford Mustang Coupe, 2011",11583.88,"October 2025"
3282,8702.90.10,JP,Ford,Mustang,2012,3700,"Ford Mustang Coupe, 2012",11603.04,"October 2025"
3283,8702.90.10,JP,Ford,Mustang,2012,5000,"Ford Mustang Coupe, 2012",12183.2,"October 2025"
3284,8702.90.10,JP,Ford,Mustang,2013,3700,"Ford Mustang Coupe, 2013",12763.35,"October 2025"
3285,8702.90.10,JP,Ford,Mustang,2013,5000,"Ford Mustang Coupe, 2013",13401.52,"October 2025"
3286,8702.90.10,JP,Ford,Mustang,2014,3700,"Ford Mustang Coupe, 2014",14167.32,"October 2025"
3287,8702.90.10,JP,Ford,Mustang,2014,5000,"Ford Mustang Coupe, 2014",14875.68,"October 2025"
3288,8702.90.10,JP,Ford,Mustang,2015,3700,"Ford Mustang Coupe, 2015",14939.44,"October 2025"
3289,8702.90.10,JP,Ford,Mustang,2015,5000,"Ford Mustang Coupe, 2015",15686.41,"October 2025"
3290,8702.90.10,JP,Ford,Mustang,2016,3700,"Ford Mustang Coupe, 2016",15851.53,"October 2025"
3291,8702.90.10,JP,Ford,Mustang,2016,5000,"Ford Mustang Coupe, 2016",16644.1,"October 2025"
3292,8702.90.10,JP,Ford,Mustang,2017,3700,"Ford Mustang Coupe, 2017",16101.1,"October 2025"
3293,8702.90.10,JP,Ford,Mustang,2017,5000,"Ford Mustang Coupe, 2017",16906.16,"October 2025"
3294,8702.90.10,JP,Ford,Mustang,2018,3700,"Ford Mustang Coupe, 2018",20599.06,"October 2025"
3295,8702.90.10,JP,Ford,Mustang,2018,5000,"Ford Mustang Coupe, 2018",21629.01,"October 2025"
3296,8704.21.90,US,Ford,Ranger,2018,2000,"Ford Ranger Raptor 2.0, Double Cabin Pickup, 2018",15632.46,"October 2025"
3297,8704.21.90,US,Ford,Ranger,2019,2000,"Ford Ranger Raptor 2.0, Double Cabin Pickup, 2019",17195.7,"October 2025"
3298,8704.21.90,US,Ford,Ranger,2020,2000,"Ford Ranger Raptor 2.0, Double Cabin Pickup, 2020",18399.4,"October 2025"
3299,8704.21.90,US,Ford,Ranger,2021,2000,"Ford Ranger Raptor 2.0, Double Cabin Pickup, 2021",19687.36,"October 2025"
3300,8704.21.90,US,Ford,Ranger,2022,2000,"Ford Ranger Raptor 2.0, Double Cabin Pickup, 2022",21065.47,"October 2025"
3301,8704.21.90,US,Ford,Ranger,2023,2000,"Ford Ranger Raptor 2.0, Double Cabin Pickup, 2023",23893.33,"October 2025"
3302,8704.21.90,US,Ford,Ranger,2019,2200,"Ford Ranger Raptor 2.2, Double Cabin Pickup, 2019",17655.48,"October 2025"
3303,8704.21.90,US,Ford,Ranger,2020,2200,"Ford Ranger Raptor 2.2, Double Cabin Pickup, 2020",19421.03,"October 2025"
3304,8704.21.90,US,Ford,Ranger,2021,2200,"Ford Ranger Raptor 2.2, Double Cabin Pickup, 2021",21363.13,"October 2025"
3305,8704.21.90,US,Ford,Ranger,2022,2200,"Ford Ranger Raptor 2.2, Double Cabin Pickup, 2022",23926.71,"October 2025"
3306,8704.21.90,US,Ford,Ranger,2022,3000,"Ford Ranger Raptor 3.0 Petrol, Double Cabin Pickup, 2022",26124.78,"October 2025"
3307,8704.21.90,US,Ford,Ranger,2023,3000,"Ford Ranger Raptor 3.0 Petrol, Double Cabin Pickup, 2023",28033.82,"October 2025"
3308,8704.21.90,SA,Ford,Ranger,2020,3500,"Ford Ranger Raptor, (Petrol), Double Cabin Pickup, 2020",21738.41,"October 2025"
3309,8704.21.90,SA,Ford,Ranger,2021,3500,"Ford Ranger Raptor, (Petrol), Double Cabin Pickup, 2021",23654.21,"October 2025"
3310,8704.21.90,SA,Ford,Ranger,2022,3500,"Ford Ranger Raptor, (Petrol), Double Cabin Pickup, 2022",25471.62,"October 2025"
3311,8704.21.90,US,Ford,Ranger,2023,3500,"Ford Ranger Raptor, (Petrol), Double Cabin Pickup, 2023",27716.26,"October 2025"
3312,8704.21.90,US,Ford,Ranger,2015,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2015",13045.52,"October 2025"
3313,8704.21.90,US,Ford,Ranger,2016,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2016",14154.87,"October 2025"
3314,8704.21.90,US,Ford,Ranger,2017,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2017",15327.65,"October 2025"
3315,8704.21.90,US,Ford,Ranger,2018,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2018",16544.23,"October 2025"
3316,8704.21.90,US,Ford,Ranger,2019,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2019",17367.66,"October 2025"
3317,8704.21.90,US,Ford,Ranger,2020,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2020",18583.4,"October 2025"
3318,8704.21.90,US,Ford,Ranger,2021,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2021",19884.23,"October 2025"
3319,8704.21.90,US,Ford,Ranger,2022,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2022",21276.13,"October 2025"
3320,8704.21.90,US,Ford,Ranger,2023,2000,"Ford Ranger Wildtrak 2.0, Double Cabin Pickup, 2023",23145.62,"October 2025"
3321,8704.21.90,US,Ford,Ranger,2020,3000,"Ford Ranger Wildtrak 3.0, Double Cabin Pickup, 2020",19884.23,"October 2025"
3322,8704.21.90,US,Ford,Ranger,2021,3000,"Ford Ranger Wildtrak 3.0, Double Cabin Pickup, 2021",21276.13,"October 2025"
3323,8704.21.90,US,Ford,Ranger,2022,3000,"Ford Ranger Wildtrak 3.0, Double Cabin Pickup, 2022",22765.46,"October 2025"
3324,8704.21.90,US,Ford,Ranger,2023,3000,"Ford Ranger Wildtrak 3.0, Double Cabin Pickup, 2023",24765.81,"October 2025"
3325,8704.21.90,US,Ford,Ranger,2024,3000,"Ford Ranger Wildtrak 3.0, Double Cabin Pickup, 2024",27246.02,"October 2025"
3326,8704.21.90,US,Ford,Ranger,2019,3200,"Ford Ranger Wildtrak 3.2, Double Cabin Pickup, 2019",19547.87,"October 2025"
3327,8704.21.90,US,Ford,Ranger,2020,3200,"Ford Ranger Wildtrak 3.2, Double Cabin Pickup, 2020",23403.74,"October 2025"
3328,8704.21.90,US,Ford,Ranger,2021,3200,"Ford Ranger Wildtrak 3.2, Double Cabin Pickup, 2021",25042.0,"October 2025"
3329,8704.21.90,US,Ford,Ranger,2022,3200,"Ford Ranger Wildtrak 3.2, Double Cabin Pickup, 2022",26794.94,"October 2025"
3330,8704.21.90,US,Ford,Ranger,2023,3200,"Ford Ranger Wildtrak 3.2, Double Cabin Pickup, 2023",29149.36,"October 2025"
3331,8704.21.90,US,Ford,Ranger,2024,3200,"Ford Ranger Wildtrak 3.2, Double Cabin Pickup, 2024",32068.57,"October 2025"
3332,8704.21.90,US,Ford,Ranger,2020,2000,"Ford Ranger 2.0 Stormtrak, Double Cabin Pickup, 2020",20871.79,"October 2025"
3333,8704.21.90,US,Ford,Ranger,2021,2000,"Ford Ranger 2.0 Stormtrak, Double Cabin Pickup, 2021",21915.38,"October 2025"
3334,8704.21.90,US,Ford,Ranger,2022,2000,"Ford Ranger 2.0 Stormtrak, Double Cabin Pickup, 2022",25860.15,"October 2025"
3335,8704.21.90,US,Ford,Ranger,2023,2000,"Ford Ranger 2.0 Stormtrak, Double Cabin Pickup, 2023",28316.86,"October 2025"
3336,8704.21.90,US,Ford,Ranger,2019,2000,"Ford Ranger 2.0 XLT, Double Cabin Pickup, 2019",16570.41,"October 2025"
3337,8704.21.90,US,Ford,Ranger,2020,2000,"Ford Ranger 2.0 XLT, Double Cabin Pickup, 2020",17393.16,"October 2025"
3338,8704.21.90,US,Ford,Ranger,2021,2000,"Ford Ranger 2.0 XLT, Double Cabin Pickup, 2021",20002.13,"October 2025"
3339,8704.21.90,US,Ford,Ranger,2022,2000,"Ford Ranger 2.0 XLT, Double Cabin Pickup, 2022",23002.45,"October 2025"
